filename,source_dir,label,label_index,split,md5,dhash
05817623-2c4e-4517-88a1-fe81b9a73742___RS_LB 3920.JPG,Potato___Late_blight,Late Blight,2,train,a72f3c0a032c1d1a3712da5b54986af9,e6cf912303165dee
059c9129-51b7-4d6b-9b57-f22e87568a0a___RS_LB 5118.JPG,Potato___Late_blight,Late Blight,2,train,8c4df992c918191f0c0265e51428fad2,238d1424640b1f18
05a51957-779c-4a2f-bf2a-d1fb03947793___RS_LB 4772.JPG,Potato___Late_blight,Late Blight,2,train,946551440c78a97e69739c6bb6e2f072,180c725332260e02
05c29b23-ecdf-41fc-be67-910bb74cd67c___RS_LB 4016.JPG,Potato___Late_blight,Late Blight,2,train,bb3e8155322377fa712fe74919fb334e,02834999999b061c
0651be8e-a2d1-4b8a-97b8-1dc89d79fd26___RS_LB 3261.JPG,Potato___Late_blight,Late Blight,2,val,dc399ee5b42042f4ad3df8d8e04fe872,068333274c4d1b2c
06554e38-28ce-429d-b8e9-520e61e3c58f___RS_LB 2692.JPG,Potato___Late_blight,Late Blight,2,train,31d63941f51d88c2e0e60d8256fd6566,1e77474373269c5a
0736dad0-be93-484b-9e89-bcb825fefda1___RS_LB 5454.JPG,Potato___Late_blight,Late Blight,2,test,88b748c0e8cc75dbbd0ae6a63d365bbe,c20f595979c34e39
073a7489-b8dd-4efc-8393-7f024fe8542a___RS_LB 2617.JPG,Potato___Late_blight,Late Blight,2,test,9c59815e44c3509e66228cfbbc9d4dea,1b397c3c1c0c0903
07fea080-7f6b-48e9-b6b5-10d7daf57610___RS_LB 3210.JPG,Potato___Late_blight,Late Blight,2,val,6aca1763cb56a10a87eae76cbe061d56,c799210f1b121ed8
07ff77ae-07b4-4a2d-9c4a-bb89bb4fb1ef___RS_LB 2985.JPG,Potato___Late_blight,Late Blight,2,train,c86c0da48c3fd6c7dd96b18cb89db225,0c46522b190d0401
08ce9666-2dda-4fa8-8d58-55bb9fa19484___RS_LB 3318.JPG,Potato___Late_blight,Late Blight,2,val,fa806fa3d4c7e4bddb2ddef3a3289c58,1456636535044000
08ddae0c-5328-4183-b16e-c980f197e471___RS_LB 2845.JPG,Potato___Late_blight,Late Blight,2,train,076f4e31075b616dc5914f02ae9052d7,bf3f69c9dbc76d7b
09287918-9f73-4707-823f-f4331f5114a3___RS_LB 2604.JPG,Potato___Late_blight,Late Blight,2,train,e9dd70195eedb1f8a51f072ba1da426e,b61339391f074e3d
09a215a1-a539-4635-a27f-232229ff11f4___RS_LB 4529.JPG,Potato___Late_blight,Late Blight,2,train,08db6c90c98181e78ab56d1df386d469,6fe3253474e5ffff
09a30eff-d386-456d-a6ce-ead7c0d6235b___RS_LB 5068.JPG,Potato___Late_blight,Late Blight,2,test,bdd0054c83ca5d19b8655a146c1c20bc,0703252763269c58
09fa42e4-1736-494e-8c46-50c6900586d6___RS_LB 5212.JPG,Potato___Late_blight,Late Blight,2,train,9953a9c13d3c5262266efa995203d7c3,180c467118884000
0acdc2b2-0dde-4073-8542-6fca275ab974___RS_LB 4857.JPG,Potato___Late_blight,Late Blight,2,val,0097da91d78ae739743feb40f00fe6e3,99ded7332d3f86e6
0b092cda-db8c-489d-8c46-23ac3835310d___RS_LB 4480.JPG,Potato___Late_blight,Late Blight,2,test,7f7fe05a92588bc75c5543e9744d422f,363c46278d9e4d35
0b2bdc8e-90fd-4bb4-bedb-485502fe8a96___RS_LB 4906.JPG,Potato___Late_blight,Late Blight,2,train,1c203e1b8e00055f3f48d55f8c3aabcd,8c17717031894b30
0c2628d4-8d64-48a9-a157-19a9c902e304___RS_LB 4590.JPG,Potato___Late_blight,Late Blight,2,train,7054bbfc33601132c47c9f9490e1c141,0701183a63331e9c
0c83302d-4233-4e98-8ecf-755a970495bb___RS_LB 4904.JPG,Potato___Late_blight,Late Blight,2,val,ad81b01247c79f45fcc2fd6bdf2bd53c,160b397569371c88
0d8346e1-4624-4979-84e6-1353ca59007a___RS_LB 4079.JPG,Potato___Late_blight,Late Blight,2,train,91edb9466c91b5549e5210cda722ef3b,8f1b5dad8bdf5e3b
0e068694-63b7-4edf-a93d-f2e9f28efaa6___RS_LB 3923.JPG,Potato___Late_blight,Late Blight,2,train,91ea7e9557cc4723f9376b2631f52202,010c1831754b5e58
0e7f0484-16eb-4183-b702-0a5b4f94d015___RS_LB 4000.JPG,Potato___Late_blight,Late Blight,2,train,0da4bae39b728d31f7ac6355dce2b5d2,8633797d3553370e
0eb24a67-a174-43db-86c7-cca8795942a2___RS_LB 4722.JPG,Potato___Late_blight,Late Blight,2,train,e58c51342a3a2c3dd50c9a95a319aacb,e7b3254d1fbf9fdf
0eb28ea9-c9e4-4999-9de2-835682241e53___RS_LB 2708.JPG,Potato___Late_blight,Late Blight,2,train,8630998f9f66fe8083347db586fa557c,3b4de6d65b2999cf
0f1fb568-1b12-45ef-ad99-c59fa9075693___RS_LB 3242.JPG,Potato___Late_blight,Late Blight,2,train,6f09ce1d62d10ee8257553767e8fade8,d39b277b575eddf7
0f243024-b1fa-4f96-ac7e-ecaf6dc5bc37___RS_LB 4925.JPG,Potato___Late_blight,Late Blight,2,test,d507f0f849cea4adcaba856785aeed95,9c2e721319dd4121
0f50da52-cb4a-4391-982a-d6cf9c9d9917___RS_LB 2581.JPG,Potato___Late_blight,Late Blight,2,train,f3670f7c8904022226c16b06267351f9,9c36635133331ecd
0f6eac3b-d674-4c4d-ab3a-88689feec07f___RS_LB 5232.JPG,Potato___Late_blight,Late Blight,2,train,c8a638a5cf11849dae9affc23d4adb5a,1c1e430d11824313
0f824e18-3821-486c-81a1-f1f64cf6e767___RS_LB 4894.JPG,Potato___Late_blight,Late Blight,2,train,5c17d651b6e72e0a5e029a6b54382eb8,9633717123132e1c
0fe7786d-0e2f-4705-839d-898f1d9214b0___RS_LB 2836.JPG,Potato___Late_blight,Late Blight,2,train,75ea48427a6bba308869077a5cd6ab61,030d040c0d4f0e30
108aa677-2b51-4d8b-8533-40fba50a275d___RS_LB 3046.JPG,Potato___Late_blight,Late Blight,2,train,6f77ce9f7cceeef0d13e3cec59bcff81,c3372773331a8ecc
10f41035-20e2-4037-96b6-474ce343d6c2___RS_LB 2725.JPG,Potato___Late_blight,Late Blight,2,train,bce979ff6523890215d14d56c0f2fca3,1c763331198c0706
127521ec-3cc5-4f98-ac73-ad561ec29e73___RS_LB 3219.JPG,Potato___Late_blight,Late Blight,2,val,5f3f37855cd68928dca32beb18b09408,74564d0c561b0906
12ce2ab1-14c4-4960-81d4-e6ae776510e9___RS_LB 2880.JPG,Potato___Late_blight,Late Blight,2,train,b657c44c348c9c3a2cb35156537bbe04,c71570594b2e7c60
12d72127-7880-4481-b3c6-caff04116a86___RS_LB 2632.JPG,Potato___Late_blight,Late Blight,2,train,8742d46d0defa7748cf7749f84ab86d4,26c391257549330c
12e2c9b5-fbfc-4bc9-898b-86ead976a615___RS_LB 2702.JPG,Potato___Late_blight,Late Blight,2,train,ff8822ca8b396e98974f9dbbd2525883,0d665b4b2199c3e3
1338edcb-9e0e-458c-845e-206b869f9199___RS_LB 3205.JPG,Potato___Late_blight,Late Blight,2,train,ae93caa8f9c611f79a75aa1e5efca131,194e474523010501
13b1b19c-6720-4238-b384-4c86ea119ace___RS_LB 2765.JPG,Potato___Late_blight,Late Blight,2,train,8f05376fdcd9bf2e90bc74a1db4194fa,1c47616c36060706
140cad58-de9c-44b8-afb4-af5751e2e012___RS_LB 3247.JPG,Potato___Late_blight,Late Blight,2,test,ba29c2362e0e0a64f1433713ceb4d044,0c27331989430112
145216a1-aab7-4f40-851d-a56c436ad0e3___RS_LB 2715.JPG,Potato___Late_blight,Late Blight,2,train,d1c627e084eb100694399fe6ecfa47e3,972747133f3e369d
14691d2b-446b-4f0e-921b-60d3b76cbf03___RS_LB 2518.JPG,Potato___Late_blight,Late Blight,2,train,1ad6f0c35f426bc1e95da3501369de1f,3d66e3e1d963369d
146c4ea6-cf74-4607-9b8e-19c69c85ec86___RS_LB 4641.JPG,Potato___Late_blight,Late Blight,2,train,35a0116b9996b66e55439cf92e274f52,2447133571290744
14b29609-0bde-4d56-ac07-5db1b6df6fce___RS_LB 4983.JPG,Potato___Late_blight,Late Blight,2,train,4fbce85661906c425916e31ed00e33dd,3f6353697d299bc4
152ffbeb-7dda-4313-a792-9faf68c017bf___RS_LB 2830.JPG,Potato___Late_blight,Late Blight,2,val,93577f5f85593f2f5bfd0e2eb6a6adde,0c46474901110103
1531198a-c611-47ee-af7d-7b124b863870___RS_LB 4793.JPG,Potato___Late_blight,Late Blight,2,test,b0254f641dbf52ec294caf01531dcb48,3c27c3f9f9511f8e
1562e8f9-f2d1-43b3-8deb-6b1687bd20dc___RS_LB 2726.JPG,Potato___Late_blight,Late Blight,2,val,fa9dd7723a57b09d80a8dc711bd167f4,34361975392d9999
1650365d-437c-4d36-b110-113a88c1090a___RS_LB 5459.JPG,Potato___Late_blight,Late Blight,2,train,f86265417c4334fb22a341e0bfaab9b6,1d6e33194d1d8de3
16e37160-9dca-4110-a914-955304e7daf5___RS_LB 3033.JPG,Potato___Late_blight,Late Blight,2,train,5f2e39bbbefe0312b4d97ec1ccd1f01b,4703216444597b1c
1736a728-bae9-4133-bfca-60a7c3b6382c___RS_LB 4855.JPG,Potato___Late_blight,Late Blight,2,test,a68ec7d2986b437d9c5ee5f69aca701d,8e0f1b594d273698
17515ff9-075f-45a2-b8e6-1b8ba25c293d___RS_LB 4980.JPG,Potato___Late_blight,Late Blight,2,train,7ca96b70e0030a949645ebc518966ebf,8f3564684c591b3c
1757f48b-435b-4c4a-9de6-47b959ed1e67___RS_LB 5295.JPG,Potato___Late_blight,Late Blight,2,test,bfce2cf745a5cc1b19d7b6a2f6664ba1,c71b37472b774f3e
1789b0d1-d850-4e04-8a20-bc3901d4ab0a___RS_LB 5251.JPG,Potato___Late_blight,Late Blight,2,train,bf0be650c2342b7174c4ac580148cea5,0c0727477567279e
17a07992-ebb9-4368-8cb7-4af40d8ded08___RS_LB 3064.JPG,Potato___Late_blight,Late Blight,2,train,9df656315514c6a655a1aad813a12240,5f2db6dbcb5d0d8f
17d846d2-f2b7-4ba2-847c-7561159334a3___RS_LB 2695.JPG,Potato___Late_blight,Late Blight,2,train,bed09a00c5181cb71340d8e7d7ac70f7,b3c7cd9127230c38
17ed933e-629f-4db2-b4f3-865f69d43589___RS_LB 2599.JPG,Potato___Late_blight,Late Blight,2,train,0e7182d53a82c809bce937af94b8cbd6,ef3677f7753307cf
17f8da33-18e6-454b-b9dc-a34c8dd52591___RS_LB 2945.JPG,Potato___Late_blight,Late Blight,2,train,16c23209539cec78fa04b40a0c12e0bd,5b4de6733f2787e5
19323229-6fdc-4231-bd3e-a46ddcff2111___RS_LB 3196.JPG,Potato___Late_blight,Late Blight,2,train,4557dfdb7566b718a9349a839f07feb2,b4469b39132b038e
19393f68-e96c-4c93-b4d1-39e1c54e53b1___RS_LB 4051.JPG,Potato___Late_blight,Late Blight,2,train,cc17d02311638dccf04ff442ec1a2e82,460333233b170e48
19d8aac3-db88-4a07-84f2-40f7597c2a25___RS_LB 3867.JPG,Potato___Late_blight,Late Blight,2,train,cd76bdd301fa04e18ecebe1fccdd8383,8c0f63e5c7472e9c
1a146bf4-5696-4e19-842e-9e0e1ac7ac6d___RS_LB 5023.JPG,Potato___Late_blight,Late Blight,2,train,c06d726eb42d1db43adbf04971afcea8,7bfee7f35163c3f9
1a18d84a-8811-4806-830f-d10e98b1800e___RS_LB 3919.JPG,Potato___Late_blight,Late Blight,2,test,ba3c8d4130810fa54104e909f7eb8048,1c0f694d691cc560
1a5f4258-21df-4334-a933-2ef073c932ba___RS_LB 3089.JPG,Potato___Late_blight,Late Blight,2,train,c949fef2379603bb7cdc751519b48b4d,0c46433525050400
1a674846-9d13-4a7f-ba03-8931c5dd3d2c___RS_LB 2768.JPG,Potato___Late_blight,Late Blight,2,train,07579d56dd3b0564c58e4ce8f87fadbb,dbdec7d1d9792fe6
1a68ab56-2000-4d7a-ad4a-88d300104b7d___RS_LB 2594.JPG,Potato___Late_blight,Late Blight,2,train,cfc0f35577433a7d6f684641547bd411,c6831b191b0b86c4
1a6fc494-81dd-4649-ad8d-a5a6e58a2aa7___RS_LB 2618.JPG,Potato___Late_blight,Late Blight,2,train,7d3407e1c6e531f6b11645d5463647e9,670b9f3d3963073f
1ab62af3-c0a5-4fab-bb62-e06d6f7ddb59___RS_LB 2908.JPG,Potato___Late_blight,Late Blight,2,train,e8c9c3a7212b203b1d2342297ad51917,7fdf8fe771159dcd
1b7342d7-5d89-4ee3-8b4f-587d79187511___RS_LB 4416.JPG,Potato___Late_blight,Late Blight,2,train,2241791326ea76774872e91ee26c789b,084c6666733387c6
1b8ae46e-1202-4715-8ad1-fd18046c42d3___RS_LB 3880.JPG,Potato___Late_blight,Late Blight,2,val,47ce03505d3135de262ead6bdf247e45,678b3d597b7e5c32
1b8f80ae-38a2-4d08-ae92-f80ff4459a73___RS_LB 2554.JPG,Potato___Late_blight,Late Blight,2,test,8e81e1030b23a98aeee0f37b81755766,3a1e271b399dc1e3
1c207156-339d-4ec9-9153-9edb3bc95b5f___RS_LB 4833.JPG,Potato___Late_blight,Late Blight,2,train,42792702e0d4de2eb9c3fd255ca3d056,479fb5396b724658
1c6412c9-45ce-4814-af8d-274f4e3c9c4e___RS_LB 2746.JPG,Potato___Late_blight,Late Blight,2,test,c9d09e655a9d49269e5649cb3f541c8b,cd0f5fcfd9cf4f39
1c6ec55e-182e-4b7c-b416-07029edfc970___RS_LB 3950.JPG,Potato___Late_blight,Late Blight,2,train,76f22c6d3c71a0e5e11556161d54a693,30dde77371791f87
1cd053f6-0016-4680-a924-af15aecd7fb2___RS_LB 4414.JPG,Potato___Late_blight,Late Blight,2,train,8d5d30206412676a7832796dbb0b583d,274e0b0f1387cdf9
1cd0b065-e637-4307-9e0a-9c20dc44cc59___RS_LB 4784.JPG,Potato___Late_blight,Late Blight,2,train,0bfd39354b6391eb3c562f05189f2ad1,1e4fc16326098121
1cffe6a1-6fb3-4506-846c-478148a2b678___RS_LB 4380.JPG,Potato___Late_blight,Late Blight,2,train,4c87dffa8d07070266023be2b63eeb58,1e39664d1b736c3e
1d05837e-11e4-40a4-8bd5-cfe5ad67365a___RS_LB 5428.JPG,Potato___Late_blight,Late Blight,2,train,af552884518491b3fa38382fcf0606d7,30184cd673331903
1d389389-0585-433a-83c7-30b42db2ca3f___RS_LB 3322.JPG,Potato___Late_blight,Late Blight,2,train,1d3b5aa9f9a5ea58661de15dec5cd0d8,034104b424333e5c
1d4acd15-f2b9-4a2e-87da-9d5a2cc6a642___RS_LB 2752.JPG,Potato___Late_blight,Late Blight,2,val,3f7f3535dd4f3f62dd64a9f6451afbdb,871b7db1b397cefb
1dc41475-aa79-43f1-8648-0c8733d246ca___RS_LB 3319.JPG,Potato___Late_blight,Late Blight,2,val,a3afbb22c21771b829983be52faf7ad5,cd36737125399b46
1e0326a5-b208-447f-9d60-f788ec4b6e3f___RS_LB 4526.JPG,Potato___Late_blight,Late Blight,2,train,b6fd240dcb83dda2004dd19411ef4ccf,8c162b3737278e8c
1e1fde7a-c535-49fd-9670-629f7fb9cb3d___RS_LB 3949.JPG,Potato___Late_blight,Late Blight,2,train,a6708f2d81469ac7b2d2065270ad60a9,8b1b79d7767d7262
1e3e04cc-3778-4d78-b8f9-d60faa0534b0___RS_LB 5246.JPG,Potato___Late_blight,Late Blight,2,train,b5de72fddd7fb9542071efa112a135fb,1c0e211020814101
1e69b122-3920-4c4a-bfff-a18f3d6c3f89___RS_LB 4766.JPG,Potato___Late_blight,Late Blight,2,train,abe989b09f739ce0cec1b866a9236e14,4c5673331c040401
1ed357f9-f036-4bf2-b180-1588976eb116___RS_LB 3005.JPG,Potato___Late_blight,Late Blight,2,train,1c4b5130d5786378426a4f7abc3e1b7e,0714624c51464e0e
1f440bb7-e35d-4bc9-a807-81dac78c54b8___RS_LB 2727.JPG,Potato___Late_blight,Late Blight,2,train,6b7606997fcabafbff2d1674aa1ca1eb,ce1f3d7f572f4fcf
1f560f09-0b70-40c9-b907-4cac9ba47b8d___RS_LB 3184.JPG,Potato___Late_blight,Late Blight,2,val,1b6ed5966ce1a2185487f5a38580e2aa,3427617130388945
1f84da28-3025-4cc0-8815-5b6b60205956___RS_LB 3326.JPG,Potato___Late_blight,Late Blight,2,val,eb976334b5b626d89e309808478fffda,1f677351999bcde5
1fa9afe6-69ab-4206-a8b5-487531391a37___RS_LB 3006.JPG,Potato___Late_blight,Late Blight,2,val,c2b53dcc64ca608f1d2bfc7b4445ee22,0269656921180c06
201186ce-cec5-47ef-9f88-bd8c4abab2c8___RS_LB 2813.JPG,Potato___Late_blight,Late Blight,2,train,eaca7b5bd10bb4a80ddf47c9357a4375,bd277be56b4f3e9d
20880dc9-069c-40e5-81be-6d6e33f9519c___RS_LB 4098.JPG,Potato___Late_blight,Late Blight,2,train,75941cb57a077017098a973ceb7a1a5f,1f9e9bf3733b87c3
20e59080-5a86-4aa8-b5b1-d886a4b273b7___RS_LB 3165.JPG,Potato___Late_blight,Late Blight,2,train,db4161b3beba02c91f0bad07de24766a,c797374bd79cdb66
2122118e-02ee-452b-864c-adf36ed5ce9c___RS_LB 2890.JPG,Potato___Late_blight,Late Blight,2,train,b27a93e981ea96b360d0e1142a97738d,2627753814120303
21d8b66f-1ea5-48ad-92e2-9f708a969b7f___RS_LB 4097.JPG,Potato___Late_blight,Late Blight,2,train,ee75cca67ac74d0be4e51273230d86c7,b321e7f5e7673f9b
224d9d63-c097-4142-b1a6-56f88a7bae2e___RS_LB 2630.JPG,Potato___Late_blight,Late Blight,2,train,a93f86f34ef6f107f7436f8c17d8c375,8f071b4965339ecc
2269e6d9-bb15-49f1-8349-2f0126165960___RS_LB 3197.JPG,Potato___Late_blight,Late Blight,2,val,5a8a4d73bc11f172d2ed676a4c332781,014b892915132b0c
227f2f04-4d59-48d9-958d-5cccc70d3f2b___RS_LB 2772.JPG,Potato___Late_blight,Late Blight,2,train,61d4fb5398766eaf229dd3673235b8c2,0e29207074240502
22b19227-ae7e-495e-9fe0-d286fbcf9412___RS_LB 3996.JPG,Potato___Late_blight,Late Blight,2,train,f9f576d50e52416f21fa2757a12a6a8d,458a3274655b7769
22bd2a18-a4ba-4c9a-a4d3-2dabc295ccbc___RS_LB 4759.JPG,Potato___Late_blight,Late Blight,2,test,04f6d5ab70252fbb0cd21990ac8e1efc,0303072051636b5c
22d5cf8c-308f-417d-9b05-b00a0791ecef___RS_LB 4797.JPG,Potato___Late_blight,Late Blight,2,train,b685d10064835ff73e60f613de702359,c78f33135e5e5c76
2377f6d5-3660-4b5a-b5b3-eea448e7a143___RS_LB 2729.JPG,Potato___Late_blight,Late Blight,2,train,0366a14fa72a03d436baca7e32474d48,36071f7d796b072c
23ad201a-469e-4687-9321-7329bf747992___RS_LB 4990.JPG,Potato___Late_blight,Late Blight,2,train,4fba56dfca708604e879af9f630de3be,78ddc66729198131
23e2a413-2191-4a94-a305-c12b4ed24aa3___RS_LB 2555.JPG,Potato___Late_blight,Late Blight,2,train,218ca8e6824b34c342a885c08c8a9f1e,0e2603610531164c
2425fba0-8d06-4f05-9d0c-258c39777a37___RS_LB 4915.JPG,Potato___Late_blight,Late Blight,2,val,a2224d964e5c2df1c8c9e1e19ff93e32,0389112547666c58
2438dfce-68a1-4026-a006-4c99a0f6259b___RS_LB 5116.JPG,Potato___Late_blight,Late Blight,2,val,3240c1e337a2f60a5990f4b4ef714993,070d3537634e3c30
24482fe2-5139-4f73-909e-9ea4a3d8bf5d___RS_LB 4733.JPG,Potato___Late_blight,Late Blight,2,train,44d6cb406ccb74318931148ef9ad278c,0501164241734600
2482a11a-46b1-4e06-9b5c-4af0089b3259___RS_LB 4087.JPG,Potato___Late_blight,Late Blight,2,train,9f7154e54f97b55d093d4a100abcc680,0e23675071139e48
2565077d-44d3-4213-82c2-bf5ae9a64368___RS_LB 3295.JPG,Potato___Late_blight,Late Blight,2,train,9b9011b4eff4a0d2dd0939606437ced9,301f0f2737914b46
2572d994-464a-461e-a0c8-597dc2229c09___RS_LB 2763.JPG,Potato___Late_blight,Late Blight,2,train,8a9c36e4bf63c5bee7310ce27c51e06f,8737633b713b97a4
2577b25b-c0ac-442b-8093-42e6490bad1e___RS_LB 4319.JPG,Potato___Late_blight,Late Blight,2,val,9ed0f6fe29a3aca6109502cabcff1769,47060e0b1b99c7e7
25978f86-dca7-4052-bf6b-7d14ce0438ad___RS_LB 5016.JPG,Potato___Late_blight,Late Blight,2,train,10675cab222166bebdef47d9dafe3a3c,06081831531e3c60
259a9b63-d100-43bd-b611-1c707b9e8842___RS_LB 4562.JPG,Potato___Late_blight,Late Blight,2,train,61e9882f1c2da1ba31f6644b7460a9b3,2387933149272e59
25bf1e56-4039-4d92-9a66-65b62e3b0f4d___RS_LB 4949.JPG,Potato___Late_blight,Late Blight,2,val,d52f18cde2d9e2e60825fb9c9ef9146b,b99e6f73753199c1
2657bf2b-c03e-4ec6-bf6a-4afe8645acec___RS_LB 3110.JPG,Potato___Late_blight,Late Blight,2,val,98569786da9f7204aeb2c69378c69d84,e789993563574c38
265e32dc-44f3-40f8-8c5d-8bc223dd0f52___RS_LB 4859.JPG,Potato___Late_blight,Late Blight,2,train,73eb38199000592931e42329463a548f,0c173b272313864c
267d6db0-95db-4945-a6b0-bf05b11ef8ff___RS_LB 3231.JPG,Potato___Late_blight,Late Blight,2,test,946014acc48c6fb092283fb708f25ff4,8c0e2323333387ce
2717d9f6-68a9-44ca-b290-0311a5356621___RS_LB 4564.JPG,Potato___Late_blight,Late Blight,2,test,e626bb5eb66c49a62d96984ff0b97230,16932727337e5d79
27f1b297-f65a-458f-80d9-0046fa4c8c11___RS_LB 4332.JPG,Potato___Late_blight,Late Blight,2,train,b7b7af6e5b965a9b88bdc33588c376fd,bc3c3c3e376f7f3d
2846161c-9ac0-4ef3-b563-aee344dac80d___RS_LB 4851.JPG,Potato___Late_blight,Late Blight,2,test,33baf05101f6b8374d364e3fa16dca00,224b912b0b5e3c38
289cbc85-4659-4db9-95b3-06b14fa36216___RS_LB 3857.JPG,Potato___Late_blight,Late Blight,2,train,190c39c3b182c5e43f677837f06b7756,587df37d3f0b0102
28cbad12-8d41-4d36-a6df-db0d35ee1ce0___RS_LB 2922.JPG,Potato___Late_blight,Late Blight,2,train,cc0db9aa61fde43f5402c05d4c0a8ed4,7fd7f3d3d9733bc9
2958c571-a4f9-40b3-a091-0f37c4822932___RS_LB 3325.JPG,Potato___Late_blight,Late Blight,2,test,e7da6caf012ed38d4d35c6c35b583d1e,c7d9895973d3bef9
296e6201-4b46-4449-9edb-c7659d36cf92___RS_LB 4052.JPG,Potato___Late_blight,Late Blight,2,train,a4383f184e49cc9d49384108ee4149e0,314999304c79525c
29a30aec-e060-43f2-bd81-27d8ad1cebf2___RS_LB 4911.JPG,Potato___Late_blight,Late Blight,2,train,e61d4dd080652ba8aeb890a89f3091f2,6189132439332622
29ad1bd3-9eca-4975-97b9-80d497a62811___RS_LB 2847.JPG,Potato___Late_blight,Late Blight,2,test,51089f8f79f2e58cfa90cd4b965653d3,873373336723268c
29bfc55a-8cb2-4938-b0b5-5e2748fd1a22___RS_LB 5070.JPG,Potato___Late_blight,Late Blight,2,train,35e65e83c924d10de7c73196739ff1bb,2e63416049191220
29d49eb8-84d0-402d-9f00-c1149b8b3e16___RS_LB 3031.JPG,Potato___Late_blight,Late Blight,2,train,2fe8a236ffbb374dc5a9b32d36346e75,67152769d9230e78
29d84246-f2a5-4c18-8ddc-2f2d38046ae2___RS_LB 2625.JPG,Potato___Late_blight,Late Blight,2,test,9eacbc68070e0bfc463890f5bacb6629,8433191703158e4c
29dafc9e-eb0f-4f3b-99ab-a617b8163e50___RS_LB 3052.JPG,Potato___Late_blight,Late Blight,2,train,83ec7add631dea5bdccf9cc918e53460,43032662666c1c9a
2a0727c6-24d9-4d20-89ed-51bbd36a4b5a___RS_LB 2987.JPG,Potato___Late_blight,Late Blight,2,train,9149d6379aa54f1f18aea4a8875054b3,c72d7dadabf66f7b
2a3e5c22-1e37-4ba0-8686-cf7482e4e8d3___RS_LB 4126.JPG,Potato___Late_blight,Late Blight,2,val,5780cdeb6d9b74df15e6b0e362204cab,cd9f1236562717c6
2a52ba17-febc-49b9-b5ab-52a500d387de___RS_LB 2621.JPG,Potato___Late_blight,Late Blight,2,train,c96cd3b41a9d00ed34898ce732115547,fffdd6d34d2583ef
2addf5f2-acc5-448c-88a1-fe357d9aa9ac___RS_LB 4736.JPG,Potato___Late_blight,Late Blight,2,train,435712c2675d9b4bd691dec568d511bb,3767c99183874f3f
2af683b8-ad55-450d-9047-630b85a2d128___RS_LB 4614.JPG,Potato___Late_blight,Late Blight,2,train,617d6c3ef34b9d71cbd01051310880e4,47152d374f4e3c38
2b064606-e6e2-46e0-9788-d1049f0e4fed___RS_LB 4246.JPG,Potato___Late_blight,Late Blight,2,train,cbd1c3ee620d06ad44bc33df634afa3f,fb870f4746663e7f
2b7f92a9-9bd8-4461-9588-ab98abf54be0___RS_LB 2575.JPG,Potato___Late_blight,Late Blight,2,train,f09bf81beeb322c79d6c85779b6da77e,1c1f5339693b874d
2b974785-090d-4dae-81a2-ce3ebc2a1c68___RS_LB 4634.JPG,Potato___Late_blight,Late Blight,2,train,e5caf2f3eeaf005549902edd6658753f,474713b3991b4736
2c1218c8-eaea-4f5a-be4b-34e34a705063___RS_LB 2530.JPG,Potato___Late_blight,Late Blight,2,val,497164089ec24d014401f6991cb2746b,0603272d59634e38
2c2b39ed-75f9-49f6-a28e-36a2cb608297___RS_LB 2794.JPG,Potato___Late_blight,Late Blight,2,train,687e8dd9d7538c90c5c65268e330adf6,184c1c16131d0400
2c33381e-78d8-47fc-8cea-1459164f46d6___RS_LB 4115.JPG,Potato___Late_blight,Late Blight,2,test,18165748ce1803ccd12669f5c77aacab,ce9b33564f1b376b
2c3eddb8-f475-42ce-af72-81271630ba07___RS_LB 4991.JPG,Potato___Late_blight,Late Blight,2,train,7ec0801c2eeeb48f69ba15fa510a82c8,0749192b4b4e5a73
2d736aa6-79a6-42b0-9e92-d859bcd72824___RS_LB 5244.JPG,Potato___Late_blight,Late Blight,2,train,5dfd78086579aa3141558b024230dd8e,0e0f3372c763178c
2d8cbe58-280e-4c93-9b06-26f4279eb4d8___RS_LB 2855.JPG,Potato___Late_blight,Late Blight,2,train,4a4a73a38d10e166ad1b1ff8cdc535cd,0c060a6133326c58
2e18248f-e251-44c0-b9a5-a198455f43ee___RS_LB 4858.JPG,Potato___Late_blight,Late Blight,2,test,1bfa9215b5fb7f5e83d00fc6817b9b0d,387e8ff3551d8fe6
2e2bc24d-9900-4b0b-a8ec-abb444350c03___RS_LB 4701.JPG,Potato___Late_blight,Late Blight,2,train,27d1c6d0765b6ca7966d6bf84cbba4c9,6bcd969f391983e3
2ea232e4-2e94-426f-b86f-8bc5861f334f___RS_LB 4757.JPG,Potato___Late_blight,Late Blight,2,train,30abca7d4dd658c0dce756518b629e87,9da693db3bb9c5e7
2ed031ef-c77f-42d2-83fa-4fbfc66d67b2___RS_LB 5254.JPG,Potato___Late_blight,Late Blight,2,train,260d54dc0640cf75c65d229e75039616,630719352d2b1f1e
2ef5c4f6-a798-40fd-8380-f444f3290987___RS_LB 4428.JPG,Potato___Late_blight,Late Blight,2,train,2cd891ce91d921a9f7edbe9aba738aa6,cf037b7b761e5f7f
2f419afc-a232-42c7-b0ff-92d928647a0f___RS_LB 4917.JPG,Potato___Late_blight,Late Blight,2,test,73ce96e578413429ad295d4492984af4,67cd98256b5e3c30
